,question,allennlp_entities,extracted_entities,image_urls
0,What is the process of metamorphosis in insects?,"['the process of metamorphosis in insects', 'metamorphosis', 'the process', 'insects']","[['Metamorphic rocks', 'Metamorphic rocks'], ['Metamorphic rocks', 'Metamorphic rocks'], ['Systematic process', 'Systematic process'], ['Snails', 'Grasshoppers']]","[['https://upload.wikimedia.org/wikipedia/commons/c/cf/Metamorphic_rock_Georgian_Bay.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Ashe_Metamorphic_Suite.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/cf/Metamorphic_rock_Georgian_Bay.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Ashe_Metamorphic_Suite.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/7/79/Snail_facing_forward_or_up.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Grasshoppers_in_the_Field_sculpture.jpg']]"
0,What is the process of germination in plants?,"['the process of germination in plants', 'germination', 'the process', 'plants']","[['Plant', 'Plant'], ['Seed', 'Seed'], ['Systematic process', 'Systematic process'], ['Plants', 'Plants']]","[['https://upload.wikimedia.org/wikipedia/commons/8/87/Green_plant_with_thorns16.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Green_plant_texture_long_thin_leaves_grass_like.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/1/14/Compilation_of_seeds_with_elaiosomes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/05/Men_sowing_seed_%281293906%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg']]"
0,How do animals use warning coloration?,"['warning coloration', 'animals']","[['Colour chart', 'Human cell', 'Color blind', 'Color blind', 'Color blind'], ['Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3f/Arietiform_color-marking_from_A_Nomenclature_of_Colors_for_Naturalists_%281886%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Nucleus_in_human_cheek_cells.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/US_Flag_color_blind.png', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Transmittance_Tinted_Lenses.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Monocular_Lens_Transmittance.png'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg']]"
0,How do animals use mimicry for protection?,"['mimicry', 'animals', 'protection']","[['Facial expression', 'Facial expression', 'Electrodes'], ['Animals', 'Animals', 'Animals'], ['Environmental protection', 'Environmental protection', 'Environmental protection']]","[['https://upload.wikimedia.org/wikipedia/commons/5/58/LPP_for_emotional_relevant_VS_irrelevant_facial_expression.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Experiments_in_physiology._Natural_facial_expression_Wellcome_L0040089.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Set_of_16_prototype_electrodes_for_applied_potential_tomography_%28APT%29%2C_1987._%289663810916%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/4c/Environmental-protection.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/%D0%A2%D0%B0%D0%B1%D0%BB%D0%B8%D1%87%D0%BA%D0%B8_%D0%B4%D0%BB%D1%8F_%D0%BF%D1%80%D0%B8%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B8_%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%B1%D1%80%D0%B0%D0%BA%D0%BE%D0%BD%D1%8C%D0%B5%D1%80%D0%BE%D0%B2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/Environmental_protection_by_leaving_fast_food_waste_on_the_Altmarkt_in_Dresden_-_Image_impression_of_a_street_photographer_-_December_2021.jpg']]"
0,What are the different layers of the Earth's interior?,"[""the Earth 's interior"", 'the different layers', ""the different layers of the Earth 's interior"", ""the Earth 's""]","[['The earth', 'The earth'], ['Atmospheric layer', 'Atmospheric layer'], ['Surface of the earth', 'Surface of the earth'], ['The earth', 'The earth']]","[['https://upload.wikimedia.org/wikipedia/commons/3/36/3d_earth_globe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/BlackMarble_2016_rotating_globe_at_night_transparent.gif'], ['https://upload.wikimedia.org/wikipedia/commons/7/7a/Atmosphere_gas_proportions.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Atmosphere_layers-uk.svg'], ['https://upload.wikimedia.org/wikipedia/commons/7/71/Lithosphere_magnetism_lrg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Age_of_oceanic_lithosphere.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/36/3d_earth_globe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/BlackMarble_2016_rotating_globe_at_night_transparent.gif']]"
0,What is the water's pH and its impact on aquatic life?,"[""the water 's"", ""the water 's pH"", ""the water 's pH and its impact on aquatic life"", 'its impact on aquatic life', 'aquatic life', 'its impact']","[['Water'], ['Water'], ['Aquatic life'], ['Aquatic life'], ['Aquatic life'], ['Environmental impacts']]","[['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg'], ['https://upload.wikimedia.org/wikipedia/commons/f/ff/H2O.svg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8b/Aquatic_life_%281916-1917%29_%2819746868435%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8b/Aquatic_life_%281916-1917%29_%2819746868435%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/8/8b/Aquatic_life_%281916-1917%29_%2819746868435%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/96/Environmental_impact_of_aquatic_photosynthetic_microorganisms.png']]"
0,What are the main types of galaxies in the universe?,"['the main types of galaxies in the universe', 'the main types', 'galaxies', 'the universe']","[['Galaxies', 'Galaxies'], ['Classification', 'Classification'], ['Galaxies', 'Galaxies'], ['Universe', 'Universe']]","[['https://upload.wikimedia.org/wikipedia/commons/c/c4/Blackeyegalaxy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Cartwheel_Galaxy_%28MIRI%29.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png'], ['https://upload.wikimedia.org/wikipedia/commons/c/c4/Blackeyegalaxy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Cartwheel_Galaxy_%28MIRI%29.png'], ['https://upload.wikimedia.org/wikipedia/commons/e/e5/Extended_universe_logarithmic_illustration_%28English_annotated%29.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Extended_logarithmic_universe_illustration.png']]"
0,What is the process of respiration in living organisms?,"['the process', 'living organisms', 'respiration', 'the process of respiration in living organisms']","[['Systematic process', 'Systematic process'], ['Living organisms', 'Living organisms'], ['Electric vehicle', 'Cellular respiration'], ['Cellular respiration', 'Cellular respiration']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/b/ba/Tree_of_Living_Organisms_2.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Tree_of_Living_Organisms_2-ta.svg'], ['https://upload.wikimedia.org/wikipedia/commons/e/eb/Fully_Charged_2022_-_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg']]"
0,What is the role of chlorophyll in plants?,"['plants', 'the role', 'the role of chlorophyll in plants', 'chlorophyll']","[['Plants', 'Plants'], ['Purposes', 'Purposes'], ['Chlorophylls', 'Chlorophylls'], ['Chlorophylls', 'Chlorophylls']]","[['https://upload.wikimedia.org/wikipedia/commons/3/31/Diversity_of_plants_%28Streptophyta%29_version_2.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Plants_in_an_apartment.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Deletion_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Talk_intention_card.svg'], ['https://upload.wikimedia.org/wikipedia/commons/9/92/Chlorophyll-a-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/6/68/AYool_SEAWIFS_annual.png'], ['https://upload.wikimedia.org/wikipedia/commons/9/92/Chlorophyll-a-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/6/68/AYool_SEAWIFS_annual.png']]"
0,What causes earthquakes?,['earthquakes'],"[['Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e5/Sanfranciscoearthquake1906.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/990921%EC%A4%91%EC%95%99119%EA%B5%AC%EC%A1%B0%EB%B3%B8%EB%B6%80_%EB%8C%80%EB%A7%8C_921_%EB%8C%80%EC%A7%80%EC%A7%84_%EC%B6%9C%EB%8F%9913.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Tremor%28English%29.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/09/2016_Fukushima_earthquake_intensity_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/2022_Fukushima_earthquake_intensity_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/2022-03-16_Namie%2C_Japan_M7.3_earthquake_shakemap_%28USGS%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/1992_Dahshur_%28Egypt%29_Earthquake_aftermath_01.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/2019-11-26_Fushe-Kruje%2C_Albania_M6.4_earthquake_shakemap_%28USGS%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Cascadia_earthquake_sources.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/2023-03-28_Misawa%2C_Japan_M6_earthquake_intensity_map_%28USGS%29.jpg']]"
0,What are the different types of tectonic plate movements?,"['the different types of tectonic plate movements', 'the different types', 'tectonic plate movements']","[['Plate tectonics', 'Plate tectonics', 'Plate tectonics'], ['Classification', 'Classification', 'Classification'], ['Plate tectonics', 'Plate tectonics', 'Plate tectonics']]","[['https://upload.wikimedia.org/wikipedia/commons/6/67/Tectonic_plates_%282022%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Plates_tect2_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/380_Ma_plate_tectonic_reconstruction.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/32/K%C3%B6ppen-Geiger_Climate_Classification_Map_%281980%E2%80%932016%29_no_borders.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/K%C3%B6ppen-Geiger_Climate_Classification_Map.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Traditional_classification_of_mixotrophic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/6/67/Tectonic_plates_%282022%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Plates_tect2_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/380_Ma_plate_tectonic_reconstruction.png']]"
0,how does humans see colors?,"['humans', 'colors']","[['Human bodies', 'Plate movement', 'Human', 'Human', 'Human'], ['Colour chart', 'Human cell', 'Color blind', 'Color blind', 'Color blind']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fe/Human_Body_02.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Plates_tect2_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Human_Neuroaxis-as.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Human_Neuroaxis-bn.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Human_anatomy_planes-no.svg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3f/Arietiform_color-marking_from_A_Nomenclature_of_Colors_for_Naturalists_%281886%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Nucleus_in_human_cheek_cells.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/US_Flag_color_blind.png', 'https://upload.wikimedia.org/wikipedia/commons/8/89/Transmittance_Tinted_Lenses.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Monocular_Lens_Transmittance.png']]"
0,What are the laws of motion according to Newton?,"['the laws of motion', 'the laws', 'Newton', 'motion']","[['Laws of motion', 'Laws of motion'], ['Laws of physics', 'Laws of physics'], ['Newtonian mechanics', 'Newtonian mechanics'], ['Relative motion', 'Relative motion']]","[['https://upload.wikimedia.org/wikipedia/commons/9/9c/Newton_s_law_of_universal_gravitation.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Motion-law.png'], ['https://upload.wikimedia.org/wikipedia/commons/7/7f/Scientific_law_versus_Scientific_theories.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6a/Raymond_William_Suchy%2C_Professor_of_Physics%2C_demonstrating_the_Conservation_Laws_of_Physics_circa_1959.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/d/d5/Newtonian_Mechanics_is_inconsistent_with_a_finite_speed_of_gravity.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Classical_mechanics_timeline.PNG'], ['https://upload.wikimedia.org/wikipedia/commons/9/9a/Velocity_decomposition_sr.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Relative_motion.svg']]"
0,What are the three fundamental particles of an atom?,"['the three fundamental particles', 'an atom', 'the three fundamental particles of an atom']","[['Fundamental particles', 'Fundamental particles', 'Cervix'], ['Atom theory', 'Atom theory', 'Atom theory'], ['Fundamental particles', 'Fundamental particles', 'Cervix']]","[['https://upload.wikimedia.org/wikipedia/commons/6/6c/Elementary_Particle_Interactions.png', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Internal_structure_of_the_photon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Squamous_Carcinoma_of_Cervix_%28218889487%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3a/Doltons_atoms.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/H-atom-3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/H-atom-2.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/6/6c/Elementary_Particle_Interactions.png', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Internal_structure_of_the_photon.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Squamous_Carcinoma_of_Cervix_%28218889487%29.jpg']]"
0,What is the structure and function of DNA?,"['the structure and function', 'the structure and function of DNA', 'DNA']","[['Functional groups', 'Functional groups', 'Functional groups'], ['Nucleotide', 'Nucleotide', 'Touch receptors'], ['DNA test', 'DNA test', 'DNA test']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e0/Phosphonato_group.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Phosphate_group.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pathways_used_to_derive_functional_groups_of_planktonic_protists.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/95/Nucleotides_1_FR.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Cytosine_Nucleotide_Outline_Diagram.png', 'https://upload.wikimedia.org/wikipedia/commons/4/49/The_Biological_bulletin_%2819755278714%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/f/fa/Gen-Test_im_Labor_durch_eine_Biologin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_25.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_23.jpg']]"
0,What are the properties of electromagnetic waves?,"['electromagnetic waves', 'the properties', 'the properties of electromagnetic waves']","[['Arsenic', 'Radio wave', 'Radio wave'], ['Specific properties', 'Specific properties', 'Specific properties'], ['Electromagnetic vibration', 'Electromagnetic vibration', 'Electromagnetic vibration']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b6/FDA%27s_Rice_Tour-_Looking_for_Insights_on_Arsenic_%280826%29_%289687556338%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Dipole_xmting_antenna_animation_4_408x318x150ms.gif', 'https://upload.wikimedia.org/wikipedia/commons/f/f6/Radio_Transmission_Diagram_en.svg'], ['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Soils%2C_their_properties_and_management_%281915%29_%2820184385953%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/d/db/Electromagnetic_shaker.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Wave_in_a_conductor.gif', 'https://upload.wikimedia.org/wikipedia/commons/7/70/Transient_to_standing_wave.gif']]"
0,What are the properties of acids and bases?,"['the properties', 'the properties of acids and bases', 'acids and bases']","[['Specific properties', 'Specific properties', 'Specific properties'], ['Strong acids', 'Strong acids', 'Strong acids'], ['Acids', 'Acids', 'Acids']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Soils%2C_their_properties_and_management_%281915%29_%2820184385953%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/e/e2/Strong_acid.png', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Titration_of_weak_acid_with_strong_base.PNG', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Concentration_acide_fort_pH_diag_log.svg'], ['https://upload.wikimedia.org/wikipedia/commons/0/05/Classification_of_acids_%28HY%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Acids.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Frustrated_Lewis_Pairs_with_CLAdduct_example.png']]"
0,How does the process of cellular respiration work?,"['the process', 'the process of cellular respiration', 'cellular respiration']","[['Systematic process', 'Systematic process', 'Systematic process'], ['Cellular respiration', 'Cellular respiration', 'Cellular respiration'], ['Cellular respiration', 'Cellular respiration', 'Cellular respiration']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/Flowchart_of_systematic_search_and_selection_process_for_an_umbrella_review_about_sugar_and_health.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677673251%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Comparative_zoology%2C_structural_and_systematic_-_for_use_in_schools_and_colleges_%281883%29_%2820677770481%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Respiration_scheme_%E2%80%93_great_tit.svg'], ['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Respiration_scheme_%E2%80%93_great_tit.svg']]"
0,What is the role of hormones in human growth and development?,"['the role of hormones in human growth and development', 'hormones', 'the role', 'human growth and development']","[['Human hormone', 'Human hormone'], ['Human hormone', 'Human hormone'], ['Purposes', 'Purposes'], ['vegetative growth', 'vegetative growth']]","[['https://upload.wikimedia.org/wikipedia/commons/3/34/HCG_hormone_11.tif', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Thyroid_hormone_synthesis.png'], ['https://upload.wikimedia.org/wikipedia/commons/3/34/HCG_hormone_11.tif', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Thyroid_hormone_synthesis.png'], ['https://upload.wikimedia.org/wikipedia/commons/4/47/Deletion_intention_card.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Talk_intention_card.svg'], ['https://upload.wikimedia.org/wikipedia/commons/6/63/Climate_and_plant_growth_in_certain_vegetative_associations_%281918%29_%2820647548422%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/The_natural_history_of_plants%2C_their_forms%2C_growth%2C_reproduction%2C_and_distribution%3B_%281902%29_%2814785619213%29.jpg']]"
0,How do enzymes work as biological catalysts?,"['enzymes', 'biological catalysts']","[['Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes'], ['Catalysts', 'Catalysts', 'Catalysts', 'Catalysts', 'Catalysts']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Imobilising_Enzymes_%28431507820%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Imobilising_Enzymes_%28431508100%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Imobilising_Enzymes_%28431507145%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Imobilising_Enzymes_%28431508046%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Imobilising_Enzymes_%28431507668%29.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/a/a1/Hydroalkylation.png', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Buchwaldpyrrole.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Catalyst_-_Journal_of_Society_of_Chemical_Industry_volumes_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Catalyst_-_Journal_of_Society_of_Chemical_Industry_volumes_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Hydroamination.png']]"
0,How does photosynthesis contribute to the oxygen-carbon dioxide cycle?,"['the oxygen - carbon dioxide cycle', 'photosynthesis', 'carbon dioxide cycle']","[['Carbon dioxide', 'Carbon dioxide', 'Carbon dioxide'], ['Photosynthesis', 'Photosynthesis', 'Photosynthesis'], ['Carbon cycle', 'Carbon cycle', 'Carbon cycle']]","[['https://upload.wikimedia.org/wikipedia/commons/1/1f/Carbon-dioxide-2D-dimensions.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Carbon-dioxide-3D-vdW.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/35/Carbon_dioxide_structure.png'], ['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg'], ['https://upload.wikimedia.org/wikipedia/commons/b/be/Reservoirs_and_fluxes_of_carbon_in_deep_Earth.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Anthropogenic_changes_in_the_global_carbon_cycle.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7e/Carbon-Slicate_Cycle_Feedbacks.jpg']]"
0,What is the theory of evolution and its evidence?,"['its evidence', 'the theory', 'the theory of evolution', 'evolution', 'the theory of evolution and its evidence']","[['Facts', 'Facts'], ['Theories', 'Theories'], ['Emo', 'History of evolution'], ['Emo', 'History of evolution'], ['Emo', 'History of evolution']]","[['https://upload.wikimedia.org/wikipedia/commons/d/d8/Naturalis_Biodiversity_Center_-_ZMA.MAM.24062_lat_-_Vulpes_vulpes_Linnaeus_-_skull.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/FACTS_theory1.PNG'], ['https://upload.wikimedia.org/wikipedia/commons/f/ff/Mr_Pipo_Brain_03.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Ethics_Theories.png'], ['https://upload.wikimedia.org/wikipedia/commons/5/52/John_Nolan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Phanerozoic_-_Evolutionary_history_of_life.png'], ['https://upload.wikimedia.org/wikipedia/commons/5/52/John_Nolan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Phanerozoic_-_Evolutionary_history_of_life.png'], ['https://upload.wikimedia.org/wikipedia/commons/5/52/John_Nolan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Phanerozoic_-_Evolutionary_history_of_life.png']]"
