,question,allennlp_entities,extracted_entities,image_urls
0,How do animals use mimicry for protection?,"['animals', 'mimicry', 'protection']","[['Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals', 'Animals']]","[['https://upload.wikimedia.org/wikipedia/commons/c/ce/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_33%29_BHL2458980.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_28%29_BHL2459063.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_23%29_BHL2459045.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458986.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_31%29_BHL2459055.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_32%29_BHL2458988.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_24%29_BHL2459081.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_21%29_BHL2459035.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/75/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_25%29_BHL2459077.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7b/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Plate_41%29_BHL2459150.jpg']]"
0,What are the different layers of the Earth's interior?,"[""the Earth 's"", ""the different layers of the Earth 's interior"", ""the Earth 's interior"", 'the different layers']","[['Earth', 'Earth', 'Meteor', 'The earth', 'The earth', 'The earth', 'The earth', 'The earth', 'The earth', 'The earth']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0d/Africa_and_Europe_from_a_Million_Miles_Away.png', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Die_Erdkugel_vom_Weltraum_aus_betrachtet.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e7/Gloster_Meteor_NF13_Hatzerim_260404.JPG', 'https://upload.wikimedia.org/wikipedia/commons/3/36/3d_earth_globe.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/BlackMarble_2016_rotating_globe_at_night_transparent.gif', 'https://upload.wikimedia.org/wikipedia/commons/a/af/BlackMarble20161km.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Globe_epc_2015198_lrg.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b2/B12_peso_terra_luna.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/The_Earth_and_Moon_from_Mars.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/The_Earth_seen_from_Apollo_17_with_transparent_background.png']]"
0,What is the water's pH and its impact on aquatic life?,"['aquatic life', ""the water 's pH and its impact on aquatic life"", 'its impact on aquatic life', 'its impact', ""the water 's"", ""the water 's pH""]","[['Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life', 'Aquatic life']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8b/Aquatic_life_%281916-1917%29_%2819746868435%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Aquatic_life_%281916-1917%29_%2819747098505%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Aquatic_life_%281916-1917%29_%2819126268793%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Aquatic_life_%281916-1917%29_%2819124671864%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Aquatic_life_%281916-1917%29_%2819559398710%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Aquatic_life_%281916-1917%29_%2819559351350%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Life_Aquatic_Logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/The_Life_Aquatic_with_Steve_Zissou_logo.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e8/Aquatic_life_%281920%29_%2819560437489%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/Aquatic_life_%281920%29_%2819720642176%29.jpg']]"
0,What are the main types of galaxies in the universe?,"['the main types', 'the main types of galaxies in the universe', 'galaxies', 'the universe']","[['Galaxy', 'Galaxy', 'Hydrogen sulphide', 'Galaxies', 'Galaxies', 'Galaxies', 'Galaxies', 'Galaxies', 'Galaxies', 'Galaxies']]","[['https://upload.wikimedia.org/wikipedia/commons/f/f6/Antennae_galaxies_xl.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/236084main_MilkyWay-full-annotated_tr.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Sh2-216_lsho.v2.1_scnr.cropped.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/Blackeyegalaxy.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Cartwheel_Galaxy_%28MIRI%29.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Galaxy%2C_artist_view_-_Galaxie%2C_vue_d%27artiste.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/A_Menagerie_of_Galaxies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Cartwheel_Galaxy_JWST_NIRCam_Full_Res.png', 'https://upload.wikimedia.org/wikipedia/commons/8/88/The_Sombrero_Galaxy_crop.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/The_Sombrero_Galaxy_DylanODonnell.jpg']]"
0,What is the process of respiration in living organisms?,"['the process of respiration in living organisms', 'respiration', 'living organisms', 'the process']","[['Higher organisms', 'Jersey', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms', 'Living organisms']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a2/Relationships_between_degeneracy%2C_complexity%2C_robustness%2C_and_evolvability.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/1981_pilot_Jersey.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Tree_of_Living_Organisms_2.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Tree_of_Living_Organisms_2-ta.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Blue_organisms_-_idea_for_nail_polish.png', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Pink_anemonefish_BWP.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Chlorurus_troschelii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/86/2014.07.11.-13-Eilenburg_Hainichen--Blutrote_Heidelibelle-Paarung.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Different_kinds_of_life_on_Earth.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Tree_of_Living_Organisms.PNG']]"
0,What is the role of chlorophyll in plants?,"['the role of chlorophyll in plants', 'the role', 'chlorophyll', 'plants']","[['Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls', 'Chlorophylls']]","[['https://upload.wikimedia.org/wikipedia/commons/9/92/Chlorophyll-a-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/6/68/AYool_SEAWIFS_annual.png', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Global_ocean_chlorophyll_concentration_2002-2010.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Why_are_plants_green.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Global_ocean_chlorophyll_concentration_October_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Chlorophyll_affected.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Queller.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chlorophyll_a.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Chlorophyll_maximum.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Chlorophyll_a_antenna_complex.jpg']]"
0,What causes earthquakes?,['earthquakes'],"[['Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake', 'Earthquake']]","[['https://upload.wikimedia.org/wikipedia/commons/e/e5/Sanfranciscoearthquake1906.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/990921%EC%A4%91%EC%95%99119%EA%B5%AC%EC%A1%B0%EB%B3%B8%EB%B6%80_%EB%8C%80%EB%A7%8C_921_%EB%8C%80%EC%A7%80%EC%A7%84_%EC%B6%9C%EB%8F%9913.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Tremor%28English%29.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/09/2016_Fukushima_earthquake_intensity_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/2022_Fukushima_earthquake_intensity_map.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/7f/2022-03-16_Namie%2C_Japan_M7.3_earthquake_shakemap_%28USGS%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/1992_Dahshur_%28Egypt%29_Earthquake_aftermath_01.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/2019-11-26_Fushe-Kruje%2C_Albania_M6.4_earthquake_shakemap_%28USGS%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Cascadia_earthquake_sources.png', 'https://upload.wikimedia.org/wikipedia/commons/1/19/2023-03-28_Misawa%2C_Japan_M6_earthquake_intensity_map_%28USGS%29.jpg']]"
0,What are the different types of tectonic plate movements?,"['the different types of tectonic plate movements', 'the different types', 'tectonic plate movements']","[['Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics', 'Plate tectonics']]","[['https://upload.wikimedia.org/wikipedia/commons/6/67/Tectonic_plates_%282022%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Plates_tect2_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/380_Ma_plate_tectonic_reconstruction.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Philippine_plate_tectonics_-_selected_profiles.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Anatolian_Plate_Vectoral.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/Plate_tectonics_Americas.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Tectonic_plate_boundaries2.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/Points_triples_entre_plaques_continentales.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Anatolian_Plate.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/290_global.png']]"
0,how does humans see colors?,"['colors', 'humans']","[['Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Human bodies', 'Plate movement', 'Human', 'Human', 'Human']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fe/Human_Body_02.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/201_Elements_of_the_Human_Body.02-bn.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Male_back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Male_front_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Female-male_front-back_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/71/Female_front_3d-shaded_human_illustration.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Plates_tect2_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Human_Neuroaxis-as.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Human_Neuroaxis-bn.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Human_anatomy_planes-no.svg']]"
0,What are the laws of motion according to Newton?,"['motion', 'the laws of motion', 'the laws', 'Newton']","[['Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion', 'Laws of motion']]","[['https://upload.wikimedia.org/wikipedia/commons/9/9c/Newton_s_law_of_universal_gravitation.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Motion-law.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c0/Aristotle%27s_laws_of_motion_fr.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Perpetual_motion_experiment.gif', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Aristotle%27s_laws_of_motion.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5b/Academy_Museum_of_Motion_Pictures.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/Perpetual_motion_maglev_train.gif', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Perpetual_motion_maglev_train_concept.gif', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Induction-by-motion-lenzs-law.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Life_in_Motion_Fig_15.png']]"
0,What are the three fundamental particles of an atom?,"['the three fundamental particles', 'an atom', 'the three fundamental particles of an atom']","[['Atomism', 'Atomism', 'Hydrogen bromide', 'Atom theory', 'Atom theory', 'Atom theory', 'Atom theory', 'Atom theory', 'Magnesium salts', 'Structure of the atom']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ec/Atom_cartoon.png', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Atoms_Everywhere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/Toluol_%28elektrophile_Substitution_HBr%29.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Doltons_atoms.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/H-atom-3.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ed/H-atom-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Ultracold_physics%3B_BEC%3B_Supersolid_theory_%285940520721%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/The_interpretation_of_radium_and_the_structure_of_the_atom_%281922%29_%2814777052843%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Magnesium-sulfide-unit-cell-3D-balls.png', 'https://upload.wikimedia.org/wikipedia/commons/3/33/Structure_of_Atom.jpg']]"
0,What is the structure and function of DNA?,"['DNA', 'the structure and function', 'the structure and function of DNA']","[['DNA test', 'DNA test', 'DNA test', 'DNA test', 'DNA test', 'DNA test', 'DNA test', 'DNA test', 'DNA test', 'DNA test']]","[['https://upload.wikimedia.org/wikipedia/commons/f/fa/Gen-Test_im_Labor_durch_eine_Biologin.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_25.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_23.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_17.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_28.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_04.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_09.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/DNA_Diagnostics_Center_DNA_paternity_testing_kit%2C_Winschoten_%282023%29_15.jpg']]"
0,What are the properties of electromagnetic waves?,"['electromagnetic waves', 'the properties', 'the properties of electromagnetic waves']","[['Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties', 'Specific properties']]","[['https://upload.wikimedia.org/wikipedia/commons/3/3e/Pressure-specific_volume_chart_for_steam%2C_in_US_units.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Soils%2C_their_properties_and_management_%281915%29_%2820795877542%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Soils%2C_their_properties_and_management_%281915%29_%2820184385953%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Soils%2C_their_properties_and_management_%281915%29_%2820182769314%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Soils%2C_their_properties_and_management_%281915%29_%2814760359541%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Soils%2C_their_properties_and_management_%281915%29_%2820618759359%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Soils%2C_their_properties_and_management_%281915%29_%2820617422220%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Soils%2C_their_properties_and_management_%281915%29_%2820618652329%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/5a/Soils%2C_their_properties_and_management_%281915%29_%2820617331908%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/77/Soils%2C_their_properties_and_management_%281915%29_%2820184400733%29.jpg']]"
0,What are the properties of acids and bases?,"['acids and bases', 'the properties of acids and bases', 'the properties']","[['Acids', 'Acids', 'Acids', 'Ocean', 'Strong acids', 'Strong acids', 'Strong acids', 'Strong acids', 'Strong acids', 'Strong acids']]","[['https://upload.wikimedia.org/wikipedia/commons/0/05/Classification_of_acids_%28HY%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/36/Acids.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Frustrated_Lewis_Pairs_with_CLAdduct_example.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dd/-Ocean_-Nature_-Water.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Strong_acid.png', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Titration_of_weak_acid_with_strong_base.PNG', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Concentration_acide_fort_pH_diag_log.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d6/Boron-Based_Carborane_Acid_Figure_2..jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/14/EAS_very_strong_deactivating_group_example.PNG', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Acidic_drain_cleaner_containing_sulfuric_acid_%28sulphuric_acid%29.jpg']]"
0,How does the process of cellular respiration work?,"['the process of cellular respiration', 'cellular respiration', 'the process']","[['Cellular respiration', 'Cellular respiration', 'Cellular respiration', 'Soap bubble', 'Cell respiration', 'Cell respiration', 'Cell respiration', 'Cell respiration', 'Cell respiration', 'Cell respiration']]","[['https://upload.wikimedia.org/wikipedia/commons/9/90/Cellular_respiration_%28zh-tw%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/Cellular_respiration_%28zh-cn%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Respiration_scheme_%E2%80%93_great_tit.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Big_soap_bubble_of_irregular_shape_in_Paris.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f8/Respiration_Phases_%28FR%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/07/Cell_respiration_process_easy.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Metabolismo_celula_eucarionte.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/CompDepth_Exp.png', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/CellRespiration_ta.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a3/CellRespiration-su.svg']]"
0,What is the role of hormones in human growth and development?,"['hormones', 'the role', 'human growth and development', 'the role of hormones in human growth and development']","[['Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone', 'Human hormone']]","[['https://upload.wikimedia.org/wikipedia/commons/3/34/HCG_hormone_11.tif', 'https://upload.wikimedia.org/wikipedia/commons/8/82/Thyroid_hormone_synthesis.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Thyroid_hormone_synthesis.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Thyroid_hormone_synthesis-it.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Renin-Angiotensin_System.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Parathyroid_Hormone_Negative_Feedback.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Thyroid_hormone_synthesis_%28nl_NL%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/1817_The_Role_of_Parathyroid_Hormone_in_Maintaining_Blood_Calcium_Homeostasis.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Diagram_showing_the_hormone_system_CRUK_303.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/26/Kidney_nephron_molar_transport_diagram.svg']]"
0,How do enzymes work as biological catalysts?,"['biological catalysts', 'enzymes']","[['Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes', 'Enzymes']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/Imobilising_Enzymes_%28431507820%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Imobilising_Enzymes_%28431508100%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Imobilising_Enzymes_%28431507145%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Imobilising_Enzymes_%28431508046%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a5/Imobilising_Enzymes_%28431507668%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Imobilising_Enzymes_%28431507324%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Imobilising_Enzymes_%28431507450%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Imobilising_Enzymes_%28431508200%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Imobilising_Enzymes_%28431507908%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Imobilising_Enzymes_%28431507758%29.jpg']]"
0,How does photosynthesis contribute to the oxygen-carbon dioxide cycle?,"['the oxygen - carbon dioxide cycle', 'carbon dioxide cycle', 'photosynthesis']","[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,What is the theory of evolution and its evidence?,"['the theory of evolution', 'the theory of evolution and its evidence', 'the theory', 'its evidence', 'evolution']","[['Emo', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution', 'History of evolution']]","[['https://upload.wikimedia.org/wikipedia/commons/5/52/John_Nolan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/Phanerozoic_-_Evolutionary_history_of_life.png', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Timeline_evolution_of_life.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a0/Futurologisches_Tableau_%28Evolution%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Ya%C5%9Fam%27%C4%B1n_evriminin_zaman_%C3%A7izelgesi.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Critique_of_the_Theory_of_Evolution_Fig_071.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Critique_of_the_Theory_of_Evolution_Fig_075.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/EB1911_Palaeontology_-_evolution_of_the_horse.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Political_Evolution_of_Central_America_and_the_Caribbean_1705.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/Political_Evolution_of_Central_America_and_the_Caribbean_1945.png']]"
0,How do different lenses form images in optical devices?,"['optical devices', 'images in optical devices', 'different lenses', 'images']","[['Camera lens', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens']]","[['https://upload.wikimedia.org/wikipedia/commons/a/ac/Large_format_camera_lens.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Emitar_lens_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Photographic_lenses_front_view.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Lens_Nikkor_50mm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Emitar_lens_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d1/Industar_I_96_U._USSR_lens._img_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/94/Emitar_lens_03.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Camera_lens_Helios_44_M.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/60/Lens_camera_Industar_26_m.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/D-Mount_Camera_Lens_%28Cromemco%29.jpg']]"
