,answer,allennlp_entities,extracted_entities,image_urls
0,"The human excretory system, which includes the kidneys, helps maintain water and electrolyte balance in the body through several processes:

1","['several processes', 'the body', 'The human excretory system , which includes the kidneys ,', 'The human excretory system', 'water and electrolyte balance', 'the kidneys']","[['Kidneys', 'Kidneys', 'Kidneys', 'Kidneys', 'Kidneys', 'Kidneys', 'Kidneys', 'Kidneys', 'Kidneys', 'Kidneys']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a4/Gray1120-kidneys.png', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Gray1120.png', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Gray1120-kidneys-ar.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/Didactic_model_of_a_mammal_Kidney_with_numbered_parts.png', 'https://upload.wikimedia.org/wikipedia/commons/1/17/Ultrasound_of_left_kidney_lower_pole_with_stone.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Micrograph_of_a_kidney_in_a_section.tif', 'https://upload.wikimedia.org/wikipedia/commons/6/63/Kidney_ultrasound_110322112251_1128030.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f0/Gray1123.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Gray1127.png', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Cerveau%2C_C%C5%93ur%2C_Rein_H%C3%A9morragie%2C_An%C3%A9vrisme%2C_N%C3%A9phroscl%C3%A9rose_55-o.apatho-834a-rein.jpg']]"
0,Electromagnetic radiation is a form of energy that travels in waves and includes a wide range of wavelengths and frequencies,"['a form of energy that travels in waves and includes a wide range of wavelengths and frequencies', 'a form', 'a wide range of wavelengths and frequencies', 'a wide range', 'energy', 'Electromagnetic radiation', 'wavelengths and frequencies', 'waves']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,Wave interference and diffraction are phenomena that occur when waves interact with each other or with obstacles,"['phenomena', 'Wave interference and diffraction', 'obstacles', 'each other', 'waves', 'phenomena that occur when waves interact with each other or with obstacles']","[['Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave', 'Wave']]","[['https://upload.wikimedia.org/wikipedia/commons/4/47/Triangular_wave_and_square_wave_on_oscilloscope_screen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/La_horde_-_Surfers_riding_a_wave_in_Paea%2C_Tahiti.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/Blender3D_CircularWaveAnim.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/William-Adolphe_Bouguereau_%281825-1905%29_-_The_Wave_%281896%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Wave_Crashing.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Porto_Covo_January_2020-11.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Breaking_Wave.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/Breaking_wave_looped.gif', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Racing_the_Waves.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e5/I_am_a_wave..._-_Flickr_-_Hamed_Saber.jpg']]"
0,Chemical equilibrium refers to a state in a chemical reaction where the concentrations of reactants and products remain constant over time,"['the concentrations of reactants and products', 'a state', 'Chemical equilibrium', 'reactants and products', 'the concentrations', 'a chemical reaction where the concentrations of reactants and products remain constant over time', 'a chemical reaction', 'time']","[['Concentrations', 'Concentrations', 'Concentrations', 'Concentrations', 'Concentrations', 'Concentrations', 'Concentrations', 'Concentrations', 'Concentrations', 'Concentrations']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a0/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU4711.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/42/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU3805.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e1/Mass_Grave_at_Bergen-Belsen_concentration_camp_-_Fritz_Klein_-_IWM_BU4260.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU3766.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cc/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU3765.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Liberation_of_Bergen_Belsen_Concentration_Camp_BU4281.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU3808.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU3791.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_April_1945_BU4043.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/The_Liberation_of_Bergen-belsen_Concentration_Camp%2C_May_1945_BU6673.jpg']]"
0,Enzyme denaturation refers to the loss of the enzyme's structure and function due to changes in its environment,"['Enzyme denaturation', 'its environment', 'the loss', 'changes in its environment', ""the loss of the enzyme 's structure and function due to changes in its environment"", ""the enzyme 's structure and function"", 'changes', ""the enzyme 's""]","[['Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme', 'Enzyme']]","[['https://upload.wikimedia.org/wikipedia/commons/8/81/Triosephosphate_isomerase.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Enzymes_4_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Enzymes_1_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Enzymes_--_Smart-Servier.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Enzymes_10_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/TPI1_structure.png', 'https://upload.wikimedia.org/wikipedia/commons/1/11/Enzymes_5_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5e/Enzymes_6_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c8/Enzymes_9_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Enzymes_3_--_Smart-Servier.png']]"
0,"Several factors can affect the rate of cellular respiration, which is the process by which cells convert glucose and oxygen into energy, carbon dioxide, and water","['Several factors', 'cellular respiration , which is the process by which cells convert glucose and oxygen into energy , carbon dioxide , and water', 'energy , carbon dioxide , and water', 'the rate of cellular respiration , which is the process by which cells convert glucose and oxygen into energy , carbon dioxide , and water', 'cellular respiration', 'cells', 'the rate', 'the process by which cells convert glucose and oxygen into energy , carbon dioxide , and water', 'the process', 'energy', 'water', 'glucose and oxygen', 'carbon dioxide']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,Electromagnetism is the branch of physics that deals with the interaction between electric currents or fields and magnetic fields,"['fields', 'Electromagnetism', 'the interaction between electric currents or fields and magnetic fields', 'the branch of physics that deals with the interaction between electric currents or fields and magnetic fields', 'electric currents', 'magnetic fields', 'the branch', 'physics', 'fields and magnetic fields', 'the interaction']","[['Electric currents', 'Electric currents', 'Electric currents', 'Electric currents', 'Electric currents', 'Electric currents', 'Electric currents', 'Electric currents', 'Electric currents', 'Electric currents']]","[['https://upload.wikimedia.org/wikipedia/commons/8/8f/Magnetic_field_of_a_steady_current.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3f/ElectricCurrent.gif', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Electric-current-comparison.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e6/Three-phase_four-wire_wye-connected_device_showing_instantaneous_phase_voltages_and_currents_and_the_instantaneous_neutral_current.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Three-phase_four-wire_wye-connected_device_showing_instantaneous_line_voltages_and_currents_and_the_instantaneous_neutral_current.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Direzione_convenzionale_della_corrente_elettrica.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Three-phase_three-wire_network%2C_whose_total_instantaneous_power_is_measured_using_instantaneous_line_voltages_and_currents%2C_taking_the_phase_C_as_common.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Three-phase_three-wire_network%2C_whose_total_instantaneous_power_is_measured_using_instantaneous_line_voltages_and_currents%2C_taking_the_phase_A_as_common.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Electric_current%2C_by_Leo_Daft.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Three-phase_three-wire_network%2C_whose_total_instantaneous_power_is_measured_using_instantaneous_line_voltages_and_currents%2C_taking_the_phase_B_as_common.png']]"
0,"Nuclear reactions involve changes in the nucleus of an atom, resulting in the release or absorption of large amounts of energy","['the release or absorption of large amounts of energy', 'changes in the nucleus of an atom', 'the release or absorption', 'an atom', 'the nucleus', 'the nucleus of an atom', 'energy', 'Nuclear reactions', 'large amounts of energy', 'large amounts', 'changes']","[['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']]","[['https://upload.wikimedia.org/wikipedia/commons/b/b5/Lightning_over_Oradea_Romania_2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Energy_employment_as_a_share_of_global_employment%2C_and_by_energy_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Energy_employment_in_fossil_fuel_and_clean_energy_sectors.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Energy_employment_in_fossil_fuel_and_clean_energy_sectors_by_region_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Employment_in_selected_energy_subsectors%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Energy_employment_by_region_and_economic_sector%2C_2019.png', 'https://upload.wikimedia.org/wikipedia/commons/9/9e/%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B6_%E0%A6%AA%E0%A6%B0%E0%A6%AE%E0%A6%BE%E0%A6%A3%E0%A7%81_%E0%A6%B6%E0%A6%95%E0%A7%8D%E0%A6%A4%E0%A6%BF_%E0%A6%95%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0_%28Atomic_Energy_Centre%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Lightning_in_Arlington.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/Kreikan_Energian_tuotanto_2020.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5d/D%C3%A9composition_Kaya_Transports_-_Les_5_leviers_de_d%C3%A9carbonation_entre_sobri%C3%A9t%C3%A9_et_technologie.png']]"
0,The human brain is a complex organ that serves as the control center of the nervous system,"['a complex organ that serves as the control center of the nervous system', 'the control center of the nervous system', 'The human brain', 'the control center', 'the nervous system', 'a complex organ']","[['The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system', 'The nervous system']]","[['https://upload.wikimedia.org/wikipedia/commons/0/0f/Central_nervous_system.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/1201_Overview_of_Nervous_System.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Human-leech-nervous-system-comparison.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/Nervous_system_-_Nervous_system_1_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Nervous_system_-_Nervous_system_2_--_Smart-Servier.png', 'https://upload.wikimedia.org/wikipedia/commons/5/5f/Insects_nervous_system_ja.png', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Schematic_diagram_of_the_anterior_central_nervous_system_%28CNS%29_and_stomatogastric_system_%28STNS%29_of_an_astacid_decapod.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Nervous_system_Bufo_bufo_%28DFdB%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/202106_Central_nervous_system.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f1/Central_nervous_system_2.svg']]"
0,Genetic mutations are changes in the DNA sequence that can occur spontaneously or be induced by various factors,"['the DNA sequence', 'changes in the DNA sequence', 'changes in the DNA sequence that can occur spontaneously or be induced by various factors', 'various factors', 'changes', 'Genetic mutations']","[['Physical change', 'Physical change', 'Physical change', 'Physical change', 'Physical change', 'Carotene', 'Physical changes', 'Physical changes', 'Physical changes', 'Physical changes']]","[['https://upload.wikimedia.org/wikipedia/commons/4/49/Physical_Drivers_of_climate_change-ar.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Insufficient_physical_activity.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Faculty_of_sport_and_physical_recreation.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Physical_Education_by_Arif_Mohammad.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Physical_Map_of_Georgia_%28Stripped%29_%28en%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Beta-carotene_conjugation.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Changes_in_Muscle_CSA_change.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Figure_3~_Changes_in_Muscle_CSA_change.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Figure_1_~_Changes_in.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3c/Physical_interconnection_OSI.svg']]"
0,Different factors can affect the rate of chemical reactions at equilibrium,"['the rate', 'Different factors', 'equilibrium', 'the rate of chemical reactions at equilibrium', 'chemical reactions']","[['Chemical reaction', 'Chemical reaction', 'Chemical reaction', 'soil', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions', 'Chemical reactions']]","[['https://upload.wikimedia.org/wikipedia/commons/3/33/Epicocconone_fluorogenic_reaction_scheme.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/3-ALD-reaction-schemes.png', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Chemical_reactions.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Soil_profile_0-125cm.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Reactions_Barrelene.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Ring-Opening-Reactions_V.1.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Toluene_Bromonation_Reactions_V.2.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ad/Small_molecule_activation_reactions_of_phosphasilene.tif', 'https://upload.wikimedia.org/wikipedia/commons/b/b6/Transmetallation_reactions_of_plumbylenes.png', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Insertion_reactions_of_plumbylenes.png']]"
0,"Photosynthesis is the process by which plants use sunlight, carbon dioxide, and water to make glucose (sugar) and oxygen","['oxygen', 'the process by which plants use sunlight , carbon dioxide , and water to make glucose sugar and oxygen', 'glucose', 'plants', 'sugar', 'glucose sugar and oxygen', 'glucose sugar', 'Photosynthesis', 'the process', 'water', 'sunlight , carbon dioxide , and water', 'carbon dioxide', 'sunlight']","[['Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis', 'Photosynthesis']]","[['https://upload.wikimedia.org/wikipedia/commons/5/55/Photosynthesis_en.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/09/Photosynthesis_ru.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/44/Seawifs_global_biosphere.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Photosynthesis-ar.gif', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Natural_Photosynthesis_vs_the_Bionic_Leaf.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Photosynthesis-es.png', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Photosynthesis_ko.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Simple_photosynthesis_overview_cs.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/01/Simple_photosynthesis_overview-ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Photosynthesis_id.svg']]"
0,The human reproductive system is responsible for the production of offspring,"['the production of offspring', 'The human reproductive system', 'offspring', 'the production']","[['Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs', 'Female reproductive organs']]","[['https://upload.wikimedia.org/wikipedia/commons/1/14/Scheme_female_reproductive_system-tr.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Female-reproductive-organs-mammals.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/24/Scheme_female_reproductive_system-uk.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Female_anatomy_with_g-spot-nb.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Scheme_female_reproductive_system-pt.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Scheme_female_reproductive_system-an.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Scheme_female_reproductive_system-be.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8b/Scheme_female_reproductive_system-es.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Scheme_female_reproductive_system-hu_%281%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Scheme_female_reproductive_system-nb.svg']]"
0,"Plastics are a group of synthetic materials made from polymers, which are long chains of repeating molecules","['polymers', 'long chains of repeating molecules', 'repeating molecules', 'a group of synthetic materials made from polymers , which are long chains of repeating molecules', 'long chains', 'a group', 'synthetic materials', 'Plastics', 'polymers , which are long chains of repeating molecules']","[['Polymers', 'Polymers', 'Polymers', 'Polymers', 'Polymers', 'Polymers', 'Polymers', 'Polymers', 'Polymers', 'Polymers']]","[['https://upload.wikimedia.org/wikipedia/commons/0/03/Single_Polymer_Chains_AFM.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/IUPAC_definition_for_polymer.png', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Struttura_n2200_1_2.png', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Styrene-butadiene_chain2.png', 'https://upload.wikimedia.org/wikipedia/commons/6/6f/Synthesis_and_Degradation.png', 'https://upload.wikimedia.org/wikipedia/commons/e/ef/Styrene-butadiene_chain.png', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Poly_amino_quinone.png', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Pyridine_condensation_to_form_a_conducting_polymer_under_ultraviolet_irradiation.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1f/%D0%98%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D1%86%D0%B5%D0%BD%D1%82%D1%80_%D0%B2%D1%82%D0%BE%D1%80%D0%B8%D1%87%D0%BD%D1%8B%D1%85_%D0%BF%D0%BE%D0%BB%D0%B8%D0%BC%D0%B5%D1%80%D0%BE%D0%B2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Schematic_of_optically_healing_polymers_%285754741223%29.jpg']]"
0,"Fermentation is a metabolic process in which microorganisms, such as yeast or bacteria, convert sugars into other compounds, such as alcohol or lactic acid, in the absence of oxygen","['oxygen', 'the absence', 'lactic acid', 'a metabolic process', 'alcohol', 'the absence of oxygen', 'alcohol or lactic acid', 'a metabolic process in which microorganisms , such as yeast or bacteria , convert sugars into other compounds , such as alcohol or lactic acid , in the absence of oxygen', 'other compounds , such as alcohol or lactic acid', 'microorganisms , such as yeast or bacteria ,', 'microorganisms', 'Fermentation', 'yeast or bacteria', 'sugars', 'other compounds', 'bacteria']","[['Metabolic system', 'Metabolic system', 'Metabolic system', 'Metabolic system', 'Metabolic system', 'Metabolic system', 'Animals', 'Metabolic process', 'Metabolic process', 'Metabolic process']]","[['https://upload.wikimedia.org/wikipedia/commons/a/a0/A_thaliana_metabolic_network.png', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Significant_non-dose-response_relations_between_dietary_sugar_consumption_and_endocrine_and_metabolic_outcomes.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/Metabolic_pathway-_pyridoxal_5%27-phosphate_biosynthesis_I.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Metabolic_pathway-_pyridoxal_5%27-phosphate_biosynthesis_I_v_2.0.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9d/Metabolic_Network_Model_for_Escherichia_coli.jpg', 'https://upload.wikimedia.org/wikipedia/commons/f/f4/Mannosidosis1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/The_animal_kingdom%2C_arranged_according_to_its_organization%2C_serving_as_a_foundation_for_the_natural_history_of_animals_%28Crustacea._Pl._12%29_BHL2459226.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/22/ATP-3D-vdW.png', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Regulation_of_Lactose_Metabolism_in_Prokaryotes.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/One-carbon_metabolism_and_the_transsulfuration_pathway.jpg']]"
0,"The process of fertilization is the fusion of a sperm cell and an egg cell, resulting in the formation of a zygote","['the formation of a zygote', 'a sperm cell', 'fertilization', 'The process of fertilization', 'a sperm cell and an egg cell', 'a zygote', 'the formation', 'The process', 'the fusion of a sperm cell and an egg cell', 'an egg cell', 'the fusion']","[['Reproductive cell', 'Reproductive cell', 'Reproductive cell', 'Reproductive cell', 'Reproductive cell', 'Solids', 'Sperm cells', 'Sperm cells', 'Sperm cells', 'Sperm cells']]","[['https://upload.wikimedia.org/wikipedia/commons/e/ea/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g007.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/55/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g006.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g003.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4a/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g002.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Reproductive-Incompatibility-Involving-Senegalese-Aedes-aegypti-%28L%29-Is-Associated-with-Chromosome-pntd.0004626.g009.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Kepler-Poinsot_solids%28ru%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Sperm_Cells_of_Bull_%28430_times_magnification%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/85/Plant_sperm_nb.png', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Plant_sperm_nl_txt.png', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Spermatogenesis_Diagram.svg']]"
